FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,ColorID,Color,QUALITYCATEGORY,prediction,error,error_decile,abs_error_decile,relative_error,PREDICTION2
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,1,White,Mid,6.493562,-0.506437924165283,3,1,-0.07234827488075471,6.0
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,1,White,Mid,6.493562,-0.506437924165283,3,1,-0.07234827488075471,6.0
7.1,0.27,0.28,1.25,0.023,3.0,89.0,0.98993,2.95,0.3,11.4,4,1,White,Low,4.804534,0.8045340684517326,6,3,0.20113351711293315,5.0
7.1,0.27,0.31,18.2,0.046,55.0,252.0,1.0,3.07,0.56,8.7,5,1,White,Low,5.628722,0.6287222022493077,5,2,0.12574444044986155,6.0
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,6,0,Red,Mid,5.987107,-0.012893195148571124,4,0,-0.002148865858095187,6.0
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5,1,White,Low,5.127232,0.12723209629267807,4,0,0.025446419258535614,5.0
7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5,1,White,Low,5.0390916,0.03909140093410013,4,0,0.007818280186820025,5.0
7.1,0.28,0.26,2.8,0.039,50.0,118.0,0.9908,3.06,0.59,11.2,6,1,White,Mid,6.22006,0.22005982751206865,5,0,0.03667663791867811,6.0
7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.99338,3.16,0.46,12.2,7,1,White,Mid,6.597778,-0.40222215699383845,3,1,-0.057460308141976925,7.0
7.1,0.28,0.31,1.5,0.053,20.0,98.0,0.99069,3.15,0.5,11.4,5,1,White,Low,5.723362,0.7233621884357273,6,2,0.14467243768714547,6.0
7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,7,1,White,Mid,6.680395,-0.31960504602372897,3,1,-0.045657863717675565,7.0
7.1,0.28,0.49,6.5,0.041,28.0,111.0,0.9926,3.41,0.58,12.2,8,1,White,High,7.0155253,-0.9844748363735611,2,3,-0.12305935454669514,7.0
7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4,10.7,6,1,White,Mid,5.957258,-0.042741920199869554,4,0,-0.007123653366644926,6.0
7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6,1,White,Mid,5.529688,-0.4703122421878234,3,1,-0.07838537369797056,6.0
7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.9942,3.4,0.59,10.2,5,1,White,Low,5.5947833,0.5947833081089255,5,2,0.11895666162178511,6.0
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,1,White,Low,5.2058372,0.20583746701101724,5,0,0.04116749340220345,5.0
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,5,0,Red,Low,5.3302965,0.33029651878847854,5,1,0.06605930375769571,5.0
7.1,0.31,0.38,1.2,0.036,10.0,124.0,0.9924,3.14,0.44,9.9,6,1,White,Mid,5.2158794,-0.7841207422663192,3,2,-0.13068679037771988,5.0
7.1,0.31,0.47,13.6,0.056,54.0,197.0,0.9978,3.1,0.49,9.3,5,1,White,Low,5.1245985,0.12459826484421832,4,0,0.024919652968843665,5.0
7.1,0.31,0.5,14.5,0.059,6.0,148.0,0.9983,2.94,0.44,9.1,5,1,White,Low,4.8447156,-0.15528417188217247,4,0,-0.031056834376434493,5.0
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,1,White,Low,5.1314588,0.13145887735977002,4,0,0.026291775471954004,5.0
7.1,0.32,0.3,9.9,0.041,63.0,192.0,0.99642,3.12,0.49,10.2,6,1,White,Mid,5.612774,-0.38722586892448696,3,1,-0.06453764482074782,6.0
7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5,3,1,White,Low,5.6447663,2.6447664783412828,9,9,0.8815888261137609,6.0
7.1,0.33,0.3,3.3,0.034,30.0,102.0,0.9912,3.08,0.31,12.3,7,1,White,Mid,6.7842393,-0.21576057962873474,4,0,-0.030822939946962107,7.0
7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5,1,White,Low,4.9912686,-0.008731384472095982,4,0,-0.0017462768944191964,5.0
7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5,1,White,Low,5.352874,0.3528736456882724,5,1,0.07057472913765447,5.0
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5,0,Red,Low,5.2549696,0.25496949409322145,5,0,0.05099389881864429,5.0
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5,0,Red,Low,5.2549696,0.25496949409322145,5,0,0.05099389881864429,5.0
7.1,0.34,0.49,1.5,0.027,26.0,126.0,0.99,3.3,0.33,12.2,7,1,White,Mid,6.7380896,-0.26191024108154703,4,0,-0.03741574872593529,7.0
7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.99288,2.92,0.5,9.3,5,1,White,Low,5.245866,0.2458656726042614,5,0,0.04917313452085228,5.0
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,0,Red,Mid,6.0094733,0.009473267286662868,4,0,0.001578877881110478,6.0
7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,6,1,White,Mid,6.8659086,0.865908804669032,6,3,0.14431813411150532,7.0
7.1,0.36,0.28,2.4,0.036,35.0,115.0,0.98936,3.19,0.44,13.5,7,1,White,Mid,6.79283,-0.20716983132487599,4,0,-0.029595690189267998,7.0
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5,0,Red,Low,5.209659,0.20965930995632487,5,0,0.041931861991264974,5.0
7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7,1,White,Mid,7.0426497,0.04264971703272824,4,0,0.006092816718961177,7.0
7.1,0.36,0.4,1.95,0.033,26.0,118.0,0.98934,3.2,0.45,13.5,7,1,White,Mid,6.7639165,-0.23608359755818142,4,0,-0.03372622822259735,7.0
7.1,0.365,0.14,1.2,0.055,24.0,84.0,0.9941,3.15,0.43,8.9,5,1,White,Low,4.983109,-0.01689120865435978,4,0,-0.003378241730871956,5.0
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,1,White,Mid,6.536793,0.5367931675474118,5,2,0.08946552792456863,7.0
7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,1,White,Low,5.183197,0.18319715628864763,5,0,0.036639431257729525,5.0
7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,1,White,Low,5.183197,0.18319715628864763,5,0,0.036639431257729525,5.0
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1,6,1,White,Mid,6.5200515,0.520051250339419,5,1,0.08667520838990317,7.0
7.1,0.39,0.3,9.9,0.037,29.0,124.0,0.99414,3.07,0.42,10.9,6,1,White,Mid,6.1122427,0.1122426521768567,4,0,0.018707108696142782,6.0
7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0,6,1,White,Mid,5.5235314,-0.47646861386004513,3,1,-0.07941143564334086,6.0
7.1,0.39,0.79,1.4,0.194,23.0,90.0,0.99212,3.17,0.46,10.5,6,1,White,Mid,5.535837,-0.4641625899598196,3,1,-0.07736043165996993,6.0
7.1,0.42,0.2,2.8,0.038,28.0,109.0,0.98968,3.23,0.47,13.4,6,1,White,Mid,6.5929637,0.5929638339323242,5,2,0.09882730565538737,7.0
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5,0,Red,Low,5.459358,0.45935810115433906,5,1,0.09187162023086781,5.0
7.1,0.43,0.25,2.8,0.036,43.0,132.0,0.98975,3.21,0.47,13.4,6,1,White,Mid,6.636883,0.6368828248063751,5,2,0.10614713746772919,7.0
7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,6,1,White,Mid,6.2910514,0.2910512235685765,5,1,0.04850853726142942,6.0
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,0,Red,Low,5.182488,0.1824879020302479,4,0,0.03649758040604958,5.0
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,0,Red,Low,5.182488,0.1824879020302479,4,0,0.03649758040604958,5.0
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,1,White,Low,5.251618,0.25161784158391054,5,0,0.05032356831678211,5.0
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,1,White,Low,5.251618,0.25161784158391054,5,0,0.05032356831678211,5.0
7.1,0.44,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,7,1,White,Mid,6.9343615,-0.06563870932683713,4,0,-0.009376958475262447,7.0
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,1,White,Mid,6.417026,0.41702589900869746,5,1,0.06950431650144957,6.0
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,1,White,Mid,6.417026,0.41702589900869746,5,1,0.06950431650144957,6.0
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7,1,White,Mid,6.783108,-0.21689165555555423,4,0,-0.030984522222222033,7.0
7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,1,White,Mid,5.3218617,-0.6781381769517019,3,2,-0.11302302949195031,5.0
7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.98862,2.94,0.38,13.4,8,1,White,High,6.774668,-1.2253316850225664,2,4,-0.1531664606278208,7.0
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,0,Red,Low,5.3468704,0.3468702054451729,5,1,0.06937404108903458,5.0
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,0,Red,Low,5.3468704,0.3468702054451729,5,1,0.06937404108903458,5.0
7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993,3.16,0.32,9.1,4,1,White,Low,4.846059,0.8460589134851695,6,3,0.21151472837129237,5.0
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5,0,Red,Low,5.287376,0.2873757682274398,5,1,0.05747515364548796,5.0
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,5,0,Red,Low,5.283745,0.2837449773343197,5,1,0.05674899546686394,5.0
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,6,0,Red,Mid,5.3392177,-0.6607825041754722,3,2,-0.11013041736257871,5.0
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,0,Red,Mid,5.713822,-0.2861782577117582,4,1,-0.04769637628529303,6.0
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,0,Red,Mid,5.713822,-0.2861782577117582,4,1,-0.04769637628529303,6.0
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,0,Red,Mid,5.8912563,-0.10874378694976006,4,0,-0.018123964491626676,6.0
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,0,Red,Mid,5.8912563,-0.10874378694976006,4,0,-0.018123964491626676,6.0
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,6,0,Red,Mid,5.361987,-0.6380127343132997,3,2,-0.1063354557188833,5.0
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5,0,Red,Low,4.9203043,-0.07969554647264854,4,0,-0.015939109294529706,5.0
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,0,Red,Low,5.3419585,0.341958520286024,5,1,0.06839170405720481,5.0
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,4,1,White,Low,5.0261855,1.0261852990621643,6,3,0.25654632476554107,5.0
7.1,0.66,0.0,2.4,0.052,6.0,11.0,0.99318,3.35,0.66,12.7,7,0,Red,Mid,6.21063,-0.7893701639515687,3,2,-0.11276716627879553,6.0
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,5,0,Red,Low,5.1421103,0.1421102656378732,4,0,0.02842205312757464,5.0
7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,5,0,Red,Low,5.0681114,0.06811151649579372,4,0,0.013622303299158745,5.0
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5,0,Red,Low,5.1256332,0.12563318656892264,4,0,0.025126637313784526,5.0
7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,5,0,Red,Low,5.1204715,0.12047126681477227,4,0,0.024094253362954454,5.0
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,5,0,Red,Low,4.896122,-0.10387813506273336,4,0,-0.02077562701254667,5.0
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,0,Red,Low,5.1397643,0.13976440097553322,4,0,0.027952880195106646,5.0
7.1,0.875,0.05,5.7,0.082,3.0,14.0,0.99808,3.4,0.52,10.2,3,0,Red,Low,4.7797184,1.7797184820680654,8,6,0.5932394940226885,5.0
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6,1,White,Mid,5.775751,-0.22424905321888478,4,0,-0.03737484220314746,6.0
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6,1,White,Mid,5.775751,-0.22424905321888478,4,0,-0.03737484220314746,6.0
7.2,0.115,0.3,6.8,0.056,26.0,105.0,0.9954,3.44,0.4,9.6,6,1,White,Mid,5.860192,-0.1398082635787219,4,0,-0.023301377263120315,6.0
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,5,1,White,Low,5.559535,0.5595351235179411,5,2,0.11190702470358822,6.0
7.2,0.15,0.38,1.2,0.038,18.0,110.0,0.9917,3.19,0.43,11.1,6,1,White,Mid,6.095483,0.09548268693394313,4,0,0.015913781155657187,6.0
7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,5,1,White,Low,5.378941,0.37894082551553954,5,1,0.0757881651031079,5.0
7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,5,1,White,Low,5.676027,0.6760266011666856,6,2,0.13520532023333712,6.0
7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,6,1,White,Mid,5.9175596,-0.0824403553309061,4,0,-0.013740059221817683,6.0
7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.99322,3.08,0.46,11.0,7,1,White,Mid,6.4541235,-0.5458765516081927,3,2,-0.0779823645154561,6.0
7.2,0.17,0.41,1.6,0.052,24.0,126.0,0.99228,3.19,0.49,10.8,5,1,White,Low,5.7048907,0.7048905435393431,6,2,0.14097810870786862,6.0
7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,7,1,White,Mid,6.1482034,-0.8517968525512245,2,3,-0.12168526465017493,6.0
7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,6,1,White,Mid,6.4155765,0.41557658134605635,5,1,0.06926276355767606,6.0
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,6,1,White,Mid,6.0579977,0.057997609006780415,4,0,0.009666268167796735,6.0
7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,1,White,Mid,6.1731386,0.17313882826615679,4,0,0.0288564713776928,6.0
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,3.16,0.5,10.5,5,1,White,Low,5.772884,0.7728837498985222,6,2,0.15457674997970444,6.0
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,3.16,0.5,10.5,5,1,White,Low,5.772884,0.7728837498985222,6,2,0.15457674997970444,6.0
7.2,0.19,0.46,3.8,0.041,82.0,187.0,0.9932,3.19,0.6,11.2,7,1,White,Mid,6.4985824,-0.5014176254158471,3,1,-0.07163108934512101,6.0
7.2,0.2,0.22,1.6,0.044,17.0,101.0,0.99471,3.37,0.53,10.0,5,1,White,Low,5.4251933,0.42519324200137465,5,1,0.08503864840027493,5.0
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,6,1,White,Mid,6.357853,0.3578529591430488,5,1,0.059642159857174804,6.0
7.2,0.2,0.34,2.7,0.032,49.0,151.0,0.99,3.16,0.39,12.7,7,1,White,Mid,6.777076,-0.22292413750143147,4,0,-0.03184630535734735,7.0
7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,1,White,Mid,5.95876,-0.04124013938408222,4,0,-0.0068733565640137035,6.0
7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,1,White,Mid,5.95876,-0.04124013938408222,4,0,-0.0068733565640137035,6.0
7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,1,White,Mid,5.95876,-0.04124013938408222,4,0,-0.0068733565640137035,6.0
7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,6,1,White,Mid,6.371204,0.37120387087824014,5,1,0.061867311813040025,6.0
7.2,0.21,0.31,10.5,0.035,36.0,122.0,0.99478,3.12,0.4,10.6,6,1,White,Mid,5.878733,-0.12126675492411021,4,0,-0.020211125820685034,6.0
7.2,0.21,0.33,3.0,0.036,35.0,132.0,0.9928,3.25,0.4,11.0,6,1,White,Mid,6.3247156,0.3247154251398001,5,1,0.05411923752330002,6.0
7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6,1,White,Mid,5.8617444,-0.13825544223936514,4,0,-0.02304257370656086,6.0
7.2,0.21,0.35,14.5,0.048,35.0,178.0,0.9982,3.05,0.47,8.9,6,1,White,Mid,6.0628867,0.06288681355149262,4,0,0.010481135591915436,6.0
7.2,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,0.48,10.9,7,1,White,Mid,6.0043826,-0.9956175940920522,2,3,-0.14223108487029318,6.0
7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,2.95,0.43,9.2,6,1,White,Mid,5.690878,-0.3091222026334499,4,1,-0.051520367105574984,6.0
7.2,0.22,0.49,1.0,0.045,34.0,140.0,0.99,3.05,0.34,12.7,6,1,White,Mid,6.2996483,0.29964842447375073,5,1,0.04994140407895845,6.0
7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,3.12,0.53,9.0,5,1,White,Low,5.538066,0.5380660332388398,5,2,0.10761320664776797,6.0
7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,1,White,Low,5.304599,0.30459885841754275,5,1,0.06091977168350855,5.0
7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,1,White,Low,5.304599,0.30459885841754275,5,1,0.06091977168350855,5.0
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6,1,White,Mid,5.817157,-0.18284327797621902,4,0,-0.03047387966270317,6.0
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6,1,White,Mid,5.817157,-0.18284327797621902,4,0,-0.03047387966270317,6.0
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,1,White,Mid,6.124775,0.12477493844923959,4,0,0.020795823074873265,6.0
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,1,White,Mid,6.124775,0.12477493844923959,4,0,0.020795823074873265,6.0
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,1,White,Mid,6.124775,0.12477493844923959,4,0,0.020795823074873265,6.0
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,1,White,Mid,6.3677764,-0.6322235596583212,3,2,-0.09031765137976018,6.0
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,1,White,Mid,6.3677764,-0.6322235596583212,3,2,-0.09031765137976018,6.0
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7,1,White,Mid,6.911719,-0.0882810405432215,4,0,-0.012611577220460215,7.0
7.2,0.23,0.46,6.4,0.036,17.0,85.0,0.99279,3.1,0.78,11.7,6,1,White,Mid,6.2455096,0.24550977723947742,5,0,0.04091829620657957,6.0
7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,5,1,White,Low,5.226697,0.226697175817284,5,0,0.0453394351634568,5.0
7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6,1,White,Mid,5.8666315,-0.13336866968740058,4,0,-0.022228111614566764,6.0
7.2,0.24,0.27,1.4,0.038,31.0,122.0,0.9927,3.15,0.46,10.3,6,1,White,Mid,5.8032036,-0.19679628706506946,4,0,-0.03279938117751158,6.0
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5,1,White,Low,5.316261,0.31626079625123893,5,1,0.06325215925024778,5.0
7.2,0.24,0.28,1.9,0.032,30.0,92.0,0.9914,3.1,0.39,10.9,6,1,White,Mid,6.1567216,0.15672166537920962,4,0,0.026120277563201604,6.0
7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7,1,White,Mid,6.6370406,-0.3629594738061295,3,1,-0.05185135340087564,7.0
7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6,1,White,Mid,5.838202,-0.16179795875646708,4,0,-0.026966326459411178,6.0
7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6,1,White,Mid,5.838202,-0.16179795875646708,4,0,-0.026966326459411178,6.0
7.2,0.24,0.34,1.1,0.045,3.0,64.0,0.9913,3.23,0.51,11.4,5,1,White,Low,4.9842243,-0.01577560861714211,4,0,-0.0031551217234284225,5.0
7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,1,White,Mid,6.1101847,0.11018449899471072,4,0,0.01836408316578512,6.0
7.2,0.24,0.4,17.85,0.049,50.0,185.0,1.0,3.34,0.42,9.6,5,1,White,Low,5.348218,0.3482178060630323,5,1,0.06964356121260647,5.0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,1,White,Mid,6.398313,-0.6016871678827433,3,2,-0.08595530969753476,6.0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,1,White,Mid,6.398313,-0.6016871678827433,3,2,-0.08595530969753476,6.0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,1,White,Mid,6.398313,-0.6016871678827433,3,2,-0.08595530969753476,6.0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,1,White,Mid,6.398313,-0.6016871678827433,3,2,-0.08595530969753476,6.0
7.2,0.25,0.32,1.5,0.047,27.0,132.0,0.9933,3.26,0.44,10.5,5,1,White,Low,5.5149136,0.5149137615787653,5,1,0.10298275231575307,6.0
7.2,0.25,0.32,1.5,0.054,24.0,105.0,0.99154,3.17,0.48,11.1,6,1,White,Mid,6.0242567,0.024256470328063884,4,0,0.004042745054677314,6.0
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7,0,Red,Mid,6.829263,-0.1707368270071381,4,0,-0.024390975286734014,7.0
7.2,0.26,0.3,2.1,0.033,50.0,158.0,0.9909,3.33,0.43,12.1,7,1,White,Mid,6.819254,-0.18074595767460355,4,0,-0.025820851096371937,7.0
7.2,0.26,0.32,10.4,0.062,23.0,114.0,0.9966,3.23,0.49,10.5,5,1,White,Low,5.4329324,0.43293223435561146,5,1,0.0865864468711223,5.0
7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,3.02,0.34,11.1,8,1,White,High,6.540644,-1.4593559618748513,1,5,-0.1824194952343564,7.0
7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6,1,White,Mid,5.6728253,-0.3271745409105824,3,1,-0.054529090151763736,6.0
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6,1,White,Mid,5.582574,-0.4174261727141131,3,1,-0.06957102878568551,6.0
7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84,12.7,5,1,White,Low,6.758564,1.758564149723843,8,6,0.3517128299447686,7.0
7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,6,1,White,Mid,5.8922524,-0.1077475610282761,4,0,-0.017957926838046017,6.0
7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,1,White,Low,5.313437,0.31343680979963207,5,1,0.06268736195992641,5.0
7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,1,White,Low,5.313437,0.31343680979963207,5,1,0.06268736195992641,5.0
7.2,0.28,0.26,12.5,0.046,48.0,179.0,0.9975,3.1,0.52,9.0,6,1,White,Mid,5.4416,-0.5583999537764681,3,2,-0.09306665896274469,5.0
7.2,0.28,0.3,10.7,0.044,61.0,222.0,0.9972,3.14,0.5,9.1,6,1,White,Mid,5.5993943,-0.40060569233861987,3,1,-0.06676761538976998,6.0
7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.9912,3.13,0.52,11.1,5,1,White,Low,5.7919955,0.7919957231146828,6,2,0.15839914462293656,6.0
7.2,0.28,0.54,16.7,0.045,54.0,200.0,0.999,3.08,0.49,9.5,6,1,White,Mid,5.4762845,-0.5237156081461833,3,1,-0.08728593469103056,5.0
7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,1,White,Mid,6.195557,0.19555694671538593,5,0,0.03259282445256432,6.0
7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,1,White,Mid,6.195557,0.19555694671538593,5,0,0.03259282445256432,6.0
7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.99652,3.15,0.49,9.1,6,1,White,Mid,5.414094,-0.5859062667410999,3,2,-0.09765104445684998,5.0
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,1,White,Low,5.046539,0.046538644379555905,4,0,0.009307728875911182,5.0
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,1,White,Low,5.046539,0.046538644379555905,4,0,0.009307728875911182,5.0
